  45.996    8.696 1
  45.989    8.687 1
  45.983    8.676 1
  45.965    8.651 1
  45.938    8.613 1
  45.931    8.606 1
  45.918    8.587 1
  45.908    8.574 1
  45.902    8.570 1
  45.895    8.567 1
  45.888    8.566 1
  45.883    8.569 1
  45.878    8.570 1
  45.872    8.575 1
  45.865    8.580 1
  45.859    8.587 1
  45.850    8.593 1
  45.848    8.593 1
  45.843    8.596 1
  45.840    8.596 1
  45.837    8.599 1
  45.833    8.598 1
  45.828    8.593 1
  45.824    8.591 1
  45.819    8.588 1
  45.814    8.579 1
  45.811    8.573 1
  45.810    8.571 1
  45.805    8.564 1
  45.800    8.556 1
  45.793    8.551 1
  45.785    8.552 1
  45.781    8.552 1
  45.776    8.555 1
  45.767    8.561 1
  45.761    8.569 1
  45.750    8.576 1
  45.745    8.581 1
  45.738    8.586 1
  45.731    8.591 1
  45.728    8.597 1
  45.726    8.606 1
  45.724    8.615 1
  45.723    8.627 1
  45.722    8.644 1
  45.721    8.649 1
  45.717    8.652 1
  45.712    8.654 1
  45.710    8.653 1
  45.707    8.653 1
  45.705    8.650 1
  45.700    8.646 1
  45.696    8.647 1
  45.693    8.645 1
  45.690    8.640 1
  45.687    8.640 1
  45.684    8.638 1
  45.678    8.640 1
  45.676    8.647 1
  45.677    8.664 1
  45.679    8.676 1
  45.678    8.680 1
  45.673    8.680 1
  45.670    8.674 1
  45.667    8.670 1
  45.663    8.669 1
  45.658    8.673 1
  45.650    8.684 1
  45.642    8.688 1
  45.638    8.686 1
  45.635    8.682 1
  45.634    8.677 1
  45.636    8.672 1
  45.643    8.666 1
  45.644    8.662 1
  45.641    8.658 1
  45.639    8.657 1
  45.631    8.657 1
  45.626    8.658 1
  45.619    8.656 1
  45.617    8.663 1
  45.617    8.670 1
  45.616    8.678 1
  45.613    8.681 1
  45.606    8.692 1
  45.602    8.696 1
  45.598    8.699 1
  45.591    8.699 1
  45.587    8.698 1
  45.583    8.695 1
  45.580    8.691 1
  45.577    8.689 1
  45.572    8.692 1
  45.570    8.696 1
  45.565    8.699 1
  45.562    8.700 1
  45.559    8.705 1
  45.555    8.706 1
  45.548    8.709 1
  45.538    8.714 1
  45.532    8.714 1
  45.527    8.712 1
  45.523    8.716 1
  45.517    8.714 1
  45.511    8.718 1
  45.505    8.721 1
  45.500    8.723 1
  45.499    8.730 1
  45.496    8.739 1
  45.497    8.746 1
  45.497    8.751 1
  45.496    8.756 1
  45.494    8.758 1
  45.490    8.761 1
  45.485    8.766 1
  45.483    8.772 1
  45.484    8.776 1
  45.486    8.781 1
  45.485    8.782 1
  45.482    8.785 1
  45.472    8.789 1
  45.467    8.787 1
  45.465    8.788 1
  45.462    8.790 1
  45.458    8.800 1
  45.454    8.801 1
  45.450    8.806 1
  45.447    8.809 1
  45.442    8.809 1
  45.439    8.805 1
  45.435    8.807 1
  45.435    8.812 1
  45.439    8.818 1
  45.438    8.823 1
  45.436    8.826 1
  45.429    8.822 1
  45.425    8.825 1
  45.420    8.823 1
  45.415    8.823 1
  45.411    8.827 1
  45.412    8.833 1
  45.404    8.839 1
  45.400    8.841 1
  45.395    8.843 1
  45.392    8.829 1
  45.395    8.822 1
  45.391    8.817 1
  45.392    8.808 1
  45.386    8.810 1
  45.380    8.805 1
  45.384    8.786 1
  45.385    8.775 1
  45.393    8.763 1
  45.386    8.763 1
  45.384    8.756 1
  45.379    8.764 1
  45.379    8.751 1
  45.376    8.748 1
  45.377    8.729 1
  45.383    8.716 1
  45.374    8.714 1
  45.371    8.719 1
  45.356    8.739 1
  45.357    8.747 1
  45.358    8.754 1
  45.355    8.757 1
  45.350    8.761 1
  45.344    8.748 1
  45.339    8.738 1
  45.333    8.739 1
  45.333    8.726 1
  45.331    8.723 1
  45.322    8.722 1
  45.306    8.713 1
  45.299    8.706 1
  45.304    8.704 1
  45.304    8.699 1
  45.298    8.699 1
  45.295    8.692 1
  45.293    8.665 1
  45.302    8.663 1
  45.303    8.660 1
  45.306    8.660 1
  45.312    8.662 1
  45.315    8.659 1
  45.318    8.656 1
  45.327    8.657 1
  45.328    8.651 1
  45.337    8.641 1
  45.339    8.634 1
  45.344    8.632 1
  45.348    8.635 1
  45.351    8.634 1
  45.351    8.630 1
  45.355    8.626 1
  45.355    8.621 1
  45.352    8.619 1
  45.350    8.610 1
  45.352    8.602 1
  45.347    8.597 1
  45.346    8.594 1
  45.350    8.590 1
  45.349    8.579 1
  45.352    8.564 1
  45.359    8.554 1
  45.357    8.549 1
  45.354    8.551 1
  45.351    8.556 1
  45.351    8.546 1
  45.346    8.543 1
  45.343    8.526 1
  45.335    8.531 1
  45.327    8.533 1
  45.319    8.539 1
  45.316    8.537 1
  45.318    8.532 1
  45.316    8.526 1
  45.314    8.522 1
  45.313    8.514 1
  45.306    8.510 1
  45.299    8.512 1
  45.294    8.501 1
  45.290    8.502 1
  45.290    8.519 1
  45.286    8.521 1
  45.281    8.517 1
  45.274    8.519 1
  45.273    8.526 1
  45.279    8.527 1
  45.278    8.535 1
  45.272    8.540 1
  45.267    8.534 1
  45.263    8.538 1
  45.259    8.534 1
  45.256    8.539 1
  45.253    8.544 1
  45.247    8.537 1
  45.254    8.532 1
  45.251    8.525 1
  45.245    8.529 1
  45.242    8.538 1
  45.240    8.544 1
  45.244    8.551 1
  45.240    8.559 1
  45.239    8.555 1
  45.237    8.549 1
  45.238    8.531 1
  45.234    8.532 1
  45.233    8.540 1
  45.233    8.545 1
  45.229    8.543 1
  45.230    8.536 1
  45.221    8.525 1
  45.217    8.530 1
  45.214    8.539 1
  45.204    8.550 1
  45.201    8.536 1
  45.202    8.530 1
  45.198    8.529 1
  45.198    8.533 1
  45.192    8.534 1
  45.194    8.554 1
  45.200    8.556 1
  45.204    8.563 1
  45.205    8.574 1
  45.208    8.578 1
  45.205    8.583 1
  45.201    8.579 1
  45.198    8.569 1
  45.193    8.569 1
  45.189    8.565 1
  45.190    8.558 1
  45.182    8.555 1
  45.180    8.550 1
  45.173    8.552 1
  45.167    8.551 1
  45.165    8.566 1
  45.160    8.560 1
  45.154    8.560 1
  45.156    8.567 1
  45.153    8.574 1
  45.152    8.583 1
  45.147    8.589 1
  45.147    8.593 1
  45.140    8.592 1
  45.135    8.593 1
  45.130    8.599 1
  45.128    8.609 1
  45.125    8.618 1
  45.118    8.615 1
  45.113    8.615 1
  45.107    8.611 1
  45.106    8.618 1
  45.098    8.622 1
  45.099    8.628 1
  45.096    8.628 1
  45.091    8.626 1
  45.091    8.636 1
  45.087    8.641 1
  45.076    8.641 1
  45.074    8.645 1
  45.067    8.641 1
  45.065    8.642 1
  45.062    8.647 1
  45.057    8.645 1
  45.054    8.649 1
  45.049    8.647 1
  45.043    8.645 1
  45.039    8.645 1
  45.039    8.640 1
  45.036    8.638 1
  45.034    8.646 1
  45.033    8.653 1
  45.026    8.661 1
  45.022    8.660 1
  45.019    8.659 1
  45.018    8.668 1
  45.028    8.670 1
  45.029    8.678 1
  45.026    8.688 1
  45.021    8.697 1
  45.024    8.700 1
  45.028    8.705 1
  45.034    8.705 1
  45.037    8.707 1
  45.038    8.716 1
  45.035    8.722 1
  45.030    8.724 1
  45.022    8.734 1
  45.024    8.740 1
  45.022    8.747 1
  45.017    8.755 1
  45.016    8.750 1
  45.010    8.750 1
  45.013    8.755 1
  45.012    8.759 1
  45.016    8.763 1
  45.014    8.767 1
  45.008    8.769 1
  45.014    8.774 1
  45.024    8.781 1
  45.021    8.795 1
  45.024    8.800 1
  45.027    8.802 1
  45.030    8.798 1
  45.033    8.799 1
  45.035    8.809 1
  45.031    8.817 1
  45.034    8.819 1
  45.038    8.813 1
  45.041    8.815 1
  45.037    8.825 1
  45.043    8.825 1
  45.046    8.829 1
  45.045    8.832 1
  45.041    8.834 1
  45.045    8.840 1
  45.046    8.842 1
  45.045    8.847 1
  45.051    8.849 1
  45.053    8.852 1
  45.049    8.859 1
  45.050    8.862 1
  45.050    8.866 1
  45.047    8.867 1
  45.048    8.871 1
  45.053    8.872 1
  45.054    8.876 1
  45.056    8.878 1
  45.058    8.880 1
  45.061    8.884 1
  45.059    8.887 1
  45.056    8.888 1
  45.053    8.883 1
  45.050    8.887 1
  45.048    8.895 1
  45.047    8.900 1
  45.040    8.902 1
  45.037    8.902 1
  45.030    8.908 1
  45.024    8.907 1
  45.010    8.900 1
  45.003    8.902 1
  44.991    8.916 1
  44.988    8.922 1
  44.984    8.923 1
  44.980    8.941 1
  44.986    8.942 1
  44.984    8.947 1
  44.984    8.958 1
  44.968    8.972 1
  44.965    8.974 1
  44.960    8.973 1
  44.955    8.974 1
  44.951    8.978 1
  44.949    8.976 1
  44.950    8.969 1
  44.942    8.969 1
  44.929    8.979 1
  44.928    8.988 1
  44.925    8.989 1
  44.921    8.989 1
  44.917    8.992 1
  44.916    8.997 1
  44.912    8.994 1
  44.902    9.003 1
  44.897    9.015 1
  44.888    9.026 1
  44.886    9.036 1
  44.881    9.040 1
  44.883    9.048 1
  44.881    9.050 1
  44.877    9.050 1
  44.876    9.054 1
  44.872    9.053 1
  44.869    9.055 1
  44.868    9.059 1
  44.867    9.063 1
  44.861    9.063 1
  44.856    9.064 1
  44.856    9.056 1
  44.853    9.048 1
  44.847    9.045 1
  44.843    9.046 1
  44.840    9.052 1
  44.836    9.052 1
  44.837    9.058 1
  44.834    9.060 1
  44.831    9.059 1
  44.829    9.057 1
  44.826    9.057 1
  44.825    9.062 1
  44.827    9.065 1
  44.822    9.068 1
  44.819    9.067 1
  44.816    9.071 1
  44.814    9.070 1
  44.811    9.071 1
  44.811    9.076 1
  44.813    9.081 1
  44.814    9.084 1
  44.812    9.091 1
  44.809    9.098 1
  44.804    9.100 1
  44.803    9.105 1
  44.804    9.110 1
  44.802    9.114 1
  44.801    9.119 1
  44.806    9.126 1
  44.807    9.142 1
  44.812    9.149 1
  44.803    9.157 1
  44.796    9.165 1
  44.792    9.171 1
  44.790    9.170 1
  44.782    9.171 1
  44.774    9.169 1
  44.765    9.169 1
  44.758    9.178 1
  44.754    9.187 1
  44.748    9.199 1
  44.740    9.207 1
  44.732    9.208 1
  44.725    9.205 1
  44.718    9.202 1
  44.712    9.202 1
  44.703    9.205 1
  44.694    9.207 1
  44.688    9.206 1
  44.683    9.199 1
  44.675    9.196 1
  44.667    9.196 1
  44.663    9.204 1
  44.654    9.202 1
  44.648    9.200 1
  44.644    9.197 1
  44.638    9.198 1
  44.632    9.195 1
  44.613    9.201 1
  44.608    9.207 1
  44.601    9.206 1
  44.589    9.206 1
  44.588    9.201 1
  44.587    9.190 1
  44.587    9.183 1
  44.570    9.153 1
  44.569    9.146 1
  44.580    9.110 1
  44.588    9.104 1
  44.596    9.105 1
  44.606    9.104 1
  44.611    9.101 1
  44.613    9.090 1
  44.617    9.085 1
  44.622    9.074 1
  44.621    9.060 1
  44.615    9.047 1
  44.638    9.043 1
  44.640    9.035 1
  44.645    9.035 1
  44.647    9.028 1
  44.663    9.023 1
  44.666    9.001 1
  44.661    8.995 1
  44.662    8.985 1
  44.662    8.971 1
  44.678    8.956 1
  44.677    8.933 1
  44.674    8.923 1
  44.663    8.924 1
  44.657    8.914 1
  44.650    8.914 1
  44.646    8.907 1
  44.639    8.890 1
  44.637    8.885 1
  44.634    8.884 1
  44.623    8.895 1
